Marital_status,Application_mode,Application_order,Course,schedule_attendance,Previous_qualification,Previous_qualification_grade,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,General Admission Phases,Low Preference,Journalism and Communication,evening,High School Level,126.0,Portuguese,Medium Educated,Medium-Low Educated,Service/Sales,Service/Sales,119.0,yes,no,no,yes,female,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,136.0,Portuguese,Medium Educated,Medium-Low Educated,Professional/Managerial,Unskilled Labor,131.1,yes,no,no,yes,female,no,19,no,0,7,9,6,13.41,0,0,8,12,7,13.29,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,129.0,Portuguese,Low Educated,Medium Educated,Professional/Managerial,Military,129.4,yes,no,no,yes,female,no,18,no,0,6,7,6,12.33,0,0,6,7,6,12.17,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,126.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,123.9,yes,no,no,yes,female,no,19,no,0,6,13,4,11.8,0,0,6,18,4,12.2,0,12.4,0.5,1.79,Non Dropout
single,Prior Higher Education Holders,High Preference,Veterinary Nursing,evening,Specialized Technical,140.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,140.0,yes,no,yes,yes,female,no,22,no,2,6,9,6,12.0,0,1,6,12,3,12.0,0,13.9,-0.3,0.79,Dropout
single,Transfers and Course Changes,High Preference,Veterinary Nursing,evening,High School Level,162.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,162.0,no,no,no,yes,female,no,19,no,0,6,7,6,15.0,0,0,6,8,6,15.62,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,148.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,131.6,yes,no,no,yes,female,no,21,no,6,12,12,8,13.88,0,4,11,13,9,12.7,1,8.9,1.4,3.51,Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,119.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,110.6,no,no,no,yes,female,no,20,no,0,7,9,6,11.83,0,0,7,7,6,14.33,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,123.0,Portuguese,Medium Educated,Medium-Low Educated,Service/Sales,Service/Sales,117.4,yes,no,no,yes,female,yes,18,no,0,6,6,6,12.5,0,0,6,6,6,13.83,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,150.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,137.8,yes,no,no,yes,female,yes,18,no,0,6,6,6,15.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,113.0,Portuguese,Medium Educated,Medium Educated,Service/Sales,Professional/Managerial,106.7,yes,no,yes,yes,female,no,20,no,0,6,10,2,11.67,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,152.0,Portuguese,Medium-Low Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,156.9,no,no,no,yes,female,yes,18,no,0,7,10,7,14.67,0,0,8,8,8,14.63,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,154.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,129.0,yes,no,no,yes,female,no,18,no,0,8,9,6,13.34,2,0,8,9,6,13.34,2,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,130.0,Portuguese,Medium Educated,Unknown,Unskilled Labor,Unskilled Labor,124.8,yes,no,no,yes,female,yes,20,no,0,6,7,5,12.8,0,0,6,6,6,12.33,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,121.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,115.1,yes,no,no,yes,female,no,19,no,0,6,10,6,10.83,0,0,6,7,6,12.14,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Communication Design,evening,High School Level,153.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,146.7,yes,no,no,yes,female,no,18,no,0,6,6,6,13.67,0,0,6,6,5,14.0,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,148.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Service/Sales,132.8,no,no,no,yes,female,no,18,no,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Non Dropout
single,Special Regional Quotas,Medium Preference,Veterinary Nursing,evening,High School Level,143.0,Portuguese,Low Educated,Low Educated,Student,Others,159.1,no,no,yes,yes,female,yes,18,no,0,5,5,5,14.4,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,Medium Preference,Animation and Multimedia Design,evening,High School Level,147.0,Portuguese,Medium-Low Educated,Medium Educated,Service/Sales,Professional/Managerial,137.6,yes,no,no,yes,female,yes,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,138.0,Portuguese,Medium Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,124.0,no,no,no,yes,female,yes,19,no,0,6,6,6,13.17,0,0,6,6,6,13.83,0,11.1,0.6,2.02,Non Dropout
single,Mature and International Students,High Preference,Nursing,evening,High School Level,120.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,149.0,no,no,no,no,male,no,36,no,0,6,15,2,11.5,0,0,7,9,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,145.0,Portuguese,Medium Educated,High Educated,Unskilled Labor,Professional/Managerial,129.6,no,no,no,yes,female,yes,19,no,0,6,7,6,11.33,0,0,6,7,6,12.43,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Medium Preference,Social Service,evening,High School Level,118.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Service/Sales,110.0,yes,no,no,yes,female,no,18,no,0,6,6,6,12.0,0,0,6,6,5,13.6,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,121.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Professional/Managerial,116.1,no,no,no,yes,female,yes,18,no,0,6,6,6,13.17,0,0,6,6,6,12.17,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,135.0,Portuguese,Low Educated,Low Educated,Service/Sales,Machine/Vehicle Operators,133.3,yes,no,no,yes,female,yes,18,no,0,6,6,6,14.83,0,0,6,6,6,14.17,0,8.9,1.4,3.51,Non Dropout
single,Prior Higher Education Holders,High Preference,Communication Design,evening,High School Level,140.0,Portuguese,Medium Educated,Medium Educated,Unskilled Labor,Machine/Vehicle Operators,144.3,yes,no,no,yes,female,no,19,no,2,7,7,7,13.0,0,5,9,9,9,13.22,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,145.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,133.6,yes,no,no,yes,female,no,18,no,0,7,8,7,13.09,0,0,8,8,8,12.95,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Equinculture,evening,High School Level,133.0,Portuguese,Medium Educated,Low Educated,Unskilled Labor,Unskilled Labor,123.2,yes,no,no,yes,female,yes,19,no,0,6,8,6,13.33,0,0,6,7,6,13.67,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,127.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,137.2,yes,no,no,yes,female,no,18,no,0,6,7,6,12.17,0,0,6,10,4,12.75,0,10.8,1.4,1.74,Non Dropout
single,Prior Higher Education Holders,High Preference,Communication Design,evening,Specialized Technical,130.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Service/Sales,130.0,yes,no,no,no,female,yes,22,no,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,117.0,Portuguese,Medium-Low Educated,Medium Educated,Unskilled Labor,Machine/Vehicle Operators,110.0,yes,no,yes,no,female,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,General Admission Phases,Medium Preference,Management,evening,High School Level,125.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Service/Sales,Service/Sales,118.0,yes,no,no,yes,female,no,19,no,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,141.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,128.4,yes,no,no,yes,female,no,18,no,0,6,6,6,15.5,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Medium Preference,Basic Education,evening,High School Level,122.0,Portuguese,Medium Educated,High Educated,Service/Sales,Professional/Managerial,113.6,no,no,no,yes,female,no,19,no,0,7,7,7,13.86,0,0,7,7,7,14.29,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,118.0,Portuguese,Medium-Low Educated,Medium Educated,Unskilled Labor,Professional/Managerial,113.5,yes,no,yes,yes,female,no,20,no,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Medium Preference,Communication Design,evening,High School Level,142.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Service/Sales,146.9,yes,no,no,yes,female,yes,18,no,0,6,6,6,13.0,0,0,6,6,6,12.17,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,High Preference,Equinculture,evening,High School Level,143.0,Portuguese,High Educated,High Educated,Professional/Managerial,Military,141.3,no,no,yes,no,female,no,23,no,0,6,10,6,14.0,0,0,6,11,4,13.0,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,143.0,Portuguese,Medium Educated,High Educated,Professional/Managerial,Machine/Vehicle Operators,129.7,yes,no,no,yes,female,no,20,no,0,4,4,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,General Admission Phases,Medium Preference,Communication Design,evening,High School Level,123.0,Portuguese,High Educated,Medium Educated,Unskilled Labor,Professional/Managerial,121.3,yes,no,no,yes,female,no,20,no,0,6,6,6,11.17,0,0,6,9,6,11.5,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,115.0,Portuguese,Medium Educated,Medium Educated,Unskilled Labor,Professional/Managerial,109.1,yes,no,yes,no,female,yes,22,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,112.0,Portuguese,Medium-Low Educated,Low Educated,Service/Sales,Machine/Vehicle Operators,107.1,yes,no,no,yes,female,yes,18,no,0,7,8,7,12.14,0,0,7,9,6,13.67,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,135.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,129.2,no,no,no,yes,female,yes,18,no,0,7,7,7,14.15,0,0,8,9,8,13.63,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,162.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,154.1,no,no,no,yes,female,no,18,no,0,7,7,7,14.45,0,0,8,9,8,14.14,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,143.0,Portuguese,Medium-Low Educated,High Educated,Professional/Managerial,Professional/Managerial,147.2,no,no,no,yes,female,no,18,no,0,7,7,7,15.71,0,0,7,7,7,15.0,0,11.1,0.6,2.02,Non Dropout
single,Transfers and Course Changes,High Preference,Management,evening,High School Level,130.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,120.0,no,no,no,yes,female,no,21,no,0,5,9,5,12.8,0,0,5,11,3,12.67,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Communication Design,evening,High School Level,136.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Service/Sales,130.8,no,no,no,yes,female,no,20,no,0,6,6,6,12.5,0,0,6,8,6,11.5,0,10.8,1.4,1.74,Non Dropout
single,Special Regional Quotas,High Preference,Communication Design,evening,High School Level,125.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,120.8,yes,no,no,yes,female,no,18,no,0,6,6,6,14.5,0,0,6,6,6,12.83,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,132.0,Portuguese,Medium-Low Educated,Low Educated,Professional/Managerial,Service/Sales,125.4,yes,no,no,no,female,yes,20,no,0,7,7,7,13.46,0,0,8,10,7,13.16,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Social Service,daytime,High School Level,123.0,Portuguese,Unknown,Low Educated,Unskilled Labor,Others,121.3,yes,no,no,yes,female,no,25,no,0,6,6,6,12.83,0,0,6,6,6,12.83,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,142.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,127.0,yes,no,no,yes,female,yes,18,no,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,Medium Preference,Animation and Multimedia Design,evening,High School Level,147.0,Portuguese,Medium Educated,Medium-Low Educated,Unskilled Labor,Professional/Managerial,151.6,yes,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,140.0,European (Non-Portuguese),Medium Educated,Medium-Low Educated,Professional/Managerial,Machine/Vehicle Operators,131.6,yes,no,no,yes,female,no,20,yes,0,7,9,6,14.71,0,1,7,16,6,13.2,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,133.1,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,106.0,yes,no,no,yes,female,yes,20,no,0,6,7,6,12.57,0,0,6,7,6,13.29,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,114.0,Portuguese,Medium Educated,Medium Educated,Unskilled Labor,Unskilled Labor,111.6,yes,no,no,yes,female,yes,21,no,0,6,6,6,12.5,0,0,6,6,6,11.5,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Medium Preference,Advertising and Marketing Management,evening,High School Level,125.0,Portuguese,Medium Educated,High Educated,Professional/Managerial,Professional/Managerial,117.3,yes,no,no,yes,female,no,18,no,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,127.0,Portuguese,Medium Educated,Medium Educated,Service/Sales,Machine/Vehicle Operators,121.4,yes,no,no,yes,female,no,18,no,0,7,8,7,11.57,0,0,7,9,6,13.17,0,11.1,0.6,2.02,Dropout
single,General Admission Phases,Medium Preference,Communication Design,evening,High School Level,132.0,Portuguese,Medium Educated,High Educated,Unskilled Labor,Machine/Vehicle Operators,126.1,yes,no,no,yes,female,yes,18,no,0,6,6,6,15.83,0,0,6,6,6,15.33,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,148.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Service/Sales,137.0,yes,no,no,yes,female,no,18,no,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Non Dropout
single,Transfers and Course Changes,High Preference,Advertising and Marketing Management,evening,High School Level,139.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Service/Sales,120.8,no,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,136.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,128.7,yes,no,no,yes,female,no,20,no,0,6,8,6,11.67,0,0,6,10,6,11.0,0,13.9,-0.3,0.79,Dropout
single,Mature and International Students,High Preference,Social Service,evening,High School Level,133.1,Portuguese,Unknown,Unknown,Student,Student,118.0,no,no,no,yes,female,no,47,no,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
single,Transfers and Course Changes,High Preference,Equinculture,evening,High School Level,120.0,European (Non-Portuguese),Medium Educated,High Educated,Unskilled Labor,Professional/Managerial,120.0,no,no,yes,yes,female,no,21,yes,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,Non Dropout
married,Mature and International Students,High Preference,Equinculture,evening,High School Level,130.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Agriculture,160.0,no,no,no,yes,male,no,31,no,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,Dropout
married,Mature and International Students,High Preference,Informatics Engineering,evening,High School Level,110.0,Portuguese,Low Educated,Low Educated,Others,Service/Sales,150.0,yes,no,no,yes,male,no,46,no,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,Medium Preference,Informatics Engineering,evening,High School Level,133.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,121.8,yes,no,no,yes,male,no,18,no,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Medium Preference,Informatics Engineering,evening,High School Level,138.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,125.4,yes,yes,no,yes,male,no,19,no,0,5,10,3,13.33,0,0,5,9,4,10.75,0,8.9,1.4,3.51,Dropout
single,Transfers and Course Changes,High Preference,Oral Hygiene,evening,High School Level,131.0,Portuguese,Medium Educated,Low Educated,Service/Sales,Unskilled Labor,126.6,yes,no,no,yes,male,no,23,no,0,7,11,5,12.41,0,0,7,13,2,13.5,0,8.9,1.4,3.51,Non Dropout
single,Prior Higher Education Holders,High Preference,Equinculture,evening,Specialized Technical,150.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,150.0,no,no,no,no,male,no,22,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,125.0,Portuguese,Low Educated,Medium Educated,Professional/Managerial,Military,114.5,yes,no,no,yes,male,no,19,no,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,Non Dropout
